"nav","nav_date","fund_name","daily_return"
124.08,2024-06-14,"Axis Mid Cap",0.0169658224735677
125.22,2024-06-18,"Axis Mid Cap",0.00918762088974855
124,2024-06-19,"Axis Mid Cap",-0.00974285257946014
124.64,2024-06-20,"Axis Mid Cap",0.00516129032258065
123.81,2024-06-21,"Axis Mid Cap",-0.00665917843388959
124.52,2024-06-24,"Axis Mid Cap",0.00573459332848715
124.53,2024-06-25,"Axis Mid Cap",8.03083841953511e-05
124.36,2024-06-26,"Axis Mid Cap",-0.0013651328997029
124.53,2024-06-27,"Axis Mid Cap",0.00136699903505952
124.86,2024-06-28,"Axis Mid Cap",0.00264996386412911
126,2024-07-01,"Axis Mid Cap",0.00913022585295531
125.67,2024-07-02,"Axis Mid Cap",-0.00261904761904761
126.64,2024-07-03,"Axis Mid Cap",0.00771862815309938
127.56,2024-07-04,"Axis Mid Cap",0.00726468730259003
128.1,2024-07-05,"Axis Mid Cap",0.00423330197554086
127.26,2024-07-08,"Axis Mid Cap",-0.00655737704918024
127.64,2024-07-09,"Axis Mid Cap",0.00298601288700295
127.18,2024-07-10,"Axis Mid Cap",-0.00360388592917576
127.22,2024-07-11,"Axis Mid Cap",0.000314514860827111
126.88,2024-07-12,"Axis Mid Cap",-0.00267253576481688
127.35,2024-07-15,"Axis Mid Cap",0.00370428751576292
127.43,2024-07-16,"Axis Mid Cap",0.000628190027483412
126.35,2024-07-18,"Axis Mid Cap",-0.00847524130895403
123.71,2024-07-19,"Axis Mid Cap",-0.0208943411159478
124.94,2024-07-22,"Axis Mid Cap",0.00994260771158357
124.55,2024-07-23,"Axis Mid Cap",-0.00312149831919322
125.11,2024-07-24,"Axis Mid Cap",0.00449618627057408
124.84,2024-07-25,"Axis Mid Cap",-0.00215810087123328
126.92,2024-07-26,"Axis Mid Cap",0.0166613264979173
127.84,2024-07-29,"Axis Mid Cap",0.00724866057358968
128.23,2024-07-30,"Axis Mid Cap",0.00305068836045046
128.68,2024-07-31,"Axis Mid Cap",0.00350931919207687
127.83,2024-08-01,"Axis Mid Cap",-0.00660553310537775
126.23,2024-08-02,"Axis Mid Cap",-0.0125166236407729
122.43,2024-08-05,"Axis Mid Cap",-0.0301037788164461
121.72,2024-08-06,"Axis Mid Cap",-0.00579923221432662
124.35,2024-08-07,"Axis Mid Cap",0.02160696680907
123.63,2024-08-08,"Axis Mid Cap",-0.00579010856453558
125.23,2024-08-09,"Axis Mid Cap",0.0129418425948395
125.37,2024-08-12,"Axis Mid Cap",0.00111794298490777
124.55,2024-08-13,"Axis Mid Cap",-0.00654063970646891
124.46,2024-08-14,"Axis Mid Cap",-0.000722601364913717
126.84,2024-08-16,"Axis Mid Cap",0.0191226096737909
127.01,2024-08-19,"Axis Mid Cap",0.00134027120782089
128.26,2024-08-20,"Axis Mid Cap",0.00984174474450819
128.57,2024-08-21,"Axis Mid Cap",0.00241696553874943
129.4,2024-08-22,"Axis Mid Cap",0.00645562728474771
129.03,2024-08-23,"Axis Mid Cap",-0.00285935085007731
129.68,2024-08-26,"Axis Mid Cap",0.00503758815779281
129.89,2024-08-27,"Axis Mid Cap",0.00161937075879071
130.19,2024-08-28,"Axis Mid Cap",0.00230964662406661
129.87,2024-08-29,"Axis Mid Cap",-0.00245794607880784
131.09,2024-08-30,"Axis Mid Cap",0.00939400939400938
131.09,2024-08-31,"Axis Mid Cap",0
131.01,2024-09-02,"Axis Mid Cap",-0.000610267754977592
131.33,2024-09-03,"Axis Mid Cap",0.00244256163651646
131.29,2024-09-04,"Axis Mid Cap",-0.000304576258280823
131.73,2024-09-05,"Axis Mid Cap",0.00335135958565007
130.63,2024-09-06,"Axis Mid Cap",-0.00835041372504361
130.32,2024-09-09,"Axis Mid Cap",-0.00237311490469266
131.34,2024-09-10,"Axis Mid Cap",0.00782688766114188
131.04,2024-09-11,"Axis Mid Cap",-0.00228414801279132
132.65,2024-09-12,"Axis Mid Cap",0.0122863247863249
133.3,2024-09-13,"Axis Mid Cap",0.00490011307953265
133.68,2024-09-16,"Axis Mid Cap",0.00285071267816951
133.82,2024-09-17,"Axis Mid Cap",0.00104727707959296
132.86,2024-09-18,"Axis Mid Cap",-0.00717381557315782
132.86,2024-09-19,"Axis Mid Cap",0
134.57,2024-09-20,"Axis Mid Cap",0.0128706909528826
135.59,2024-09-23,"Axis Mid Cap",0.0075796982982835
135.68,2024-09-24,"Axis Mid Cap",0.000663765764436931
134.99,2024-09-25,"Axis Mid Cap",-0.00508549528301885
135.32,2024-09-26,"Axis Mid Cap",0.00244462552781676
135.54,2024-09-27,"Axis Mid Cap",0.0016257759385161
134.59,2024-09-30,"Axis Mid Cap",-0.00700900103290533
134.72,2024-10-01,"Axis Mid Cap",0.000965896426183189
131.65,2024-10-03,"Axis Mid Cap",-0.0227880047505938
130.35,2024-10-04,"Axis Mid Cap",-0.00987466767945318
128.69,2024-10-07,"Axis Mid Cap",-0.012734944380514
131.38,2024-10-08,"Axis Mid Cap",0.0209029450617763
132.95,2024-10-09,"Axis Mid Cap",0.0119500685035774
132.48,2024-10-10,"Axis Mid Cap",-0.00353516359533658
132.65,2024-10-11,"Axis Mid Cap",0.00128321256038659
133.48,2024-10-14,"Axis Mid Cap",0.00625706747078767
134.11,2024-10-15,"Axis Mid Cap",0.00471980821096811
133.49,2024-10-16,"Axis Mid Cap",-0.00462307061367537
131.41,2024-10-17,"Axis Mid Cap",-0.0155816915124729
131.75,2024-10-18,"Axis Mid Cap",0.00258732212160417
129.83,2024-10-21,"Axis Mid Cap",-0.0145730550284629
127.12,2024-10-22,"Axis Mid Cap",-0.0208734498960179
127.67,2024-10-23,"Axis Mid Cap",0.00432662051604781
127.15,2024-10-24,"Axis Mid Cap",-0.0040730007049424
125.73,2024-10-25,"Axis Mid Cap",-0.011167911915061
125.66,2024-10-28,"Axis Mid Cap",-0.00055674858824471
126.74,2024-10-29,"Axis Mid Cap",0.00859462040426547
126.62,2024-10-30,"Axis Mid Cap",-0.00094682026195353
126.34,2024-10-31,"Axis Mid Cap",-0.00221134102037594
125.8,2024-11-04,"Axis Mid Cap",-0.00427418078201683
125.93,2024-11-05,"Axis Mid Cap",0.00103338632750405
128.46,2024-11-06,"Axis Mid Cap",0.0200905264829667
127.46,2024-11-07,"Axis Mid Cap",-0.00778452436556137
126.35,2024-11-08,"Axis Mid Cap",-0.00870861446728385
126.04,2024-11-11,"Axis Mid Cap",-0.00245350217649377
125.38,2024-11-12,"Axis Mid Cap",-0.00523643287845137
122.63,2024-11-13,"Axis Mid Cap",-0.0219333226989951
123.21,2024-11-14,"Axis Mid Cap",0.00472967463100382
123.04,2024-11-18,"Axis Mid Cap",-0.00137975813651479
124.21,2024-11-19,"Axis Mid Cap",0.00950910273081914
124.28,2024-11-21,"Axis Mid Cap",0.000563561710007305
125.52,2024-11-22,"Axis Mid Cap",0.00997747022851621
127.25,2024-11-25,"Axis Mid Cap",0.0137826641172722
126.91,2024-11-26,"Axis Mid Cap",-0.002671905697446
127.1,2024-11-27,"Axis Mid Cap",0.00149712394610352
126.53,2024-11-28,"Axis Mid Cap",-0.00448465774980325
127.42,2024-11-29,"Axis Mid Cap",0.00703390500276615
127.42,2024-11-30,"Axis Mid Cap",0
128.84,2024-12-02,"Axis Mid Cap",0.0111442473708994
129.78,2024-12-03,"Axis Mid Cap",0.00729587084756285
130.79,2024-12-04,"Axis Mid Cap",0.00778240098628441
131.15,2024-12-05,"Axis Mid Cap",0.00275250401406846
131.57,2024-12-06,"Axis Mid Cap",0.00320243995425076
132.16,2024-12-09,"Axis Mid Cap",0.00448430493273545
132.29,2024-12-10,"Axis Mid Cap",0.000983656174334106
132.87,2024-12-11,"Axis Mid Cap",0.00438430720387038
132.27,2024-12-12,"Axis Mid Cap",-0.00451569202980352
132.08,2024-12-13,"Axis Mid Cap",-0.00143645573448248
132.84,2024-12-16,"Axis Mid Cap",0.00575408843125372
131.92,2024-12-17,"Axis Mid Cap",-0.00692562481180379
131.64,2024-12-18,"Axis Mid Cap",-0.00212249848392966
131.3,2024-12-19,"Axis Mid Cap",-0.00258280158006666
128.58,2024-12-20,"Axis Mid Cap",-0.0207159177456207
128.72,2024-12-23,"Axis Mid Cap",0.00108881630113537
128.8,2024-12-24,"Axis Mid Cap",0.000621504039776356
128.9,2024-12-26,"Axis Mid Cap",0.000776397515527906
128.91,2024-12-27,"Axis Mid Cap",7.75795190069116e-05
129.41,2024-12-30,"Axis Mid Cap",0.00387867504460476
211.241,2020-01-01,"HDFC Balanced",NA
213.141,2020-01-02,"HDFC Balanced",0.00899446603642274
212.136,2020-01-03,"HDFC Balanced",-0.00471518853716552
208.011,2020-01-06,"HDFC Balanced",-0.0194450729720557
208.385,2020-01-07,"HDFC Balanced",0.00179798183749896
207.461,2020-01-08,"HDFC Balanced",-0.0044341003431148
210.74,2020-01-09,"HDFC Balanced",0.0158053802883433
211.639,2020-01-10,"HDFC Balanced",0.00426592009110753
213.278,2020-01-13,"HDFC Balanced",0.00774431933622811
213.662,2020-01-14,"HDFC Balanced",0.00180046699612719
213.681,2020-01-15,"HDFC Balanced",8.89254991528932e-05
213.084,2020-01-16,"HDFC Balanced",-0.00279388434161207
212.598,2020-01-17,"HDFC Balanced",-0.00228079067410031
211.35,2020-01-20,"HDFC Balanced",-0.00587023396269024
210.161,2020-01-21,"HDFC Balanced",-0.00562573929500825
209.298,2020-01-22,"HDFC Balanced",-0.00410637558823949
211.49,2020-01-23,"HDFC Balanced",0.0104731053330658
212.54,2020-01-24,"HDFC Balanced",0.00496477374816768
211.155,2020-01-27,"HDFC Balanced",-0.00651642043850565
209.844,2020-01-28,"HDFC Balanced",-0.00620870924202603
211.072,2020-01-29,"HDFC Balanced",0.00585196622252725
209.806,2020-01-30,"HDFC Balanced",-0.00599795330503331
208.256,2020-01-31,"HDFC Balanced",-0.00738777727996345
202.249,2020-02-03,"HDFC Balanced",-0.0288443070067609
205.986,2020-02-04,"HDFC Balanced",0.0184772236203887
207.989,2020-02-05,"HDFC Balanced",0.00972396182264821
209.319,2020-02-06,"HDFC Balanced",0.00639456894354982
209.685,2020-02-07,"HDFC Balanced",0.0017485273673198
207.69,2020-02-10,"HDFC Balanced",-0.00951427140711069
208.958,2020-02-11,"HDFC Balanced",0.00610525302132987
209.102,2020-02-12,"HDFC Balanced",0.00068913370150942
208.859,2020-02-13,"HDFC Balanced",-0.00116211227056649
207.303,2020-02-14,"HDFC Balanced",-0.00745000215456366
205.465,2020-02-17,"HDFC Balanced",-0.008866248920662
205.68,2020-02-18,"HDFC Balanced",0.0010464069306208
207.911,2020-02-19,"HDFC Balanced",0.0108469467133411
208.673,2020-02-20,"HDFC Balanced",0.00366502974830577
204.799,2020-02-24,"HDFC Balanced",-0.0185649317352987
204.568,2020-02-25,"HDFC Balanced",-0.00112793519499604
202.559,2020-02-26,"HDFC Balanced",-0.00982069531891603
201.567,2020-02-27,"HDFC Balanced",-0.00489733855321161
195.075,2020-02-28,"HDFC Balanced",-0.0322076530384439
193.2,2020-03-02,"HDFC Balanced",-0.00961168781237986
196.875,2020-03-03,"HDFC Balanced",0.0190217391304348
196.119,2020-03-04,"HDFC Balanced",-0.00384
195.889,2020-03-05,"HDFC Balanced",-0.00117275735650289
190.822,2020-03-06,"HDFC Balanced",-0.0258666898090245
182.655,2020-03-09,"HDFC Balanced",-0.042799048327761
181.542,2020-03-11,"HDFC Balanced",-0.00609345487394268
166.703,2020-03-12,"HDFC Balanced",-0.0817386610260986
173.922,2020-03-13,"HDFC Balanced",0.0433045596060059
163.878,2020-03-16,"HDFC Balanced",-0.0577500258736676
160.956,2020-03-17,"HDFC Balanced",-0.0178303372020649
156.654,2020-03-18,"HDFC Balanced",-0.0267278013867143
152.12,2020-03-19,"HDFC Balanced",-0.0289427655853026
158.266,2020-03-20,"HDFC Balanced",0.040402313962661
142.611,2020-03-23,"HDFC Balanced",-0.0989157494344964
144.505,2020-03-24,"HDFC Balanced",0.0132808829613424
148.661,2020-03-25,"HDFC Balanced",0.028760250510363
152.656,2020-03-26,"HDFC Balanced",0.0268732216250396
155.034,2020-03-27,"HDFC Balanced",0.0155775075987841
151.595,2020-03-30,"HDFC Balanced",-0.0221822309944915
157.176,2020-03-31,"HDFC Balanced",0.0368151983904482
152.819,2020-04-01,"HDFC Balanced",-0.0277205171272968
152.819,2020-04-01,"HDFC Balanced",0
151.077,2020-04-03,"HDFC Balanced",-0.0113991061320908
151.077,2020-04-03,"HDFC Balanced",0
159.061,2020-04-07,"HDFC Balanced",0.05284722360121
159.061,2020-04-07,"HDFC Balanced",0
158.572,2020-04-08,"HDFC Balanced",-0.00307429225265781
158.572,2020-04-08,"HDFC Balanced",0
162.91,2020-04-09,"HDFC Balanced",0.0273566581742047
162.91,2020-04-09,"HDFC Balanced",0
162.905,2020-04-13,"HDFC Balanced",-3.069179301452e-05
162.905,2020-04-13,"HDFC Balanced",0
163.257,2020-04-15,"HDFC Balanced",0.00216076854608517
163.257,2020-04-15,"HDFC Balanced",0
166.145,2020-04-16,"HDFC Balanced",0.0176898999736612
166.145,2020-04-16,"HDFC Balanced",0
170.273,2020-04-17,"HDFC Balanced",0.0248457672514971
170.273,2020-04-17,"HDFC Balanced",0
169.174,2020-04-20,"HDFC Balanced",-0.00645434097008915
169.174,2020-04-20,"HDFC Balanced",0
164.93,2020-04-21,"HDFC Balanced",-0.025086597231253
164.93,2020-04-21,"HDFC Balanced",0
166.54,2020-04-22,"HDFC Balanced",0.00976171709209959
166.54,2020-04-22,"HDFC Balanced",0
167.362,2020-04-23,"HDFC Balanced",0.00493575117088989
167.362,2020-04-23,"HDFC Balanced",0
164.787,2020-04-24,"HDFC Balanced",-0.0153858103990152
164.787,2020-04-24,"HDFC Balanced",0
166.101,2020-04-27,"HDFC Balanced",0.0079739299823408
166.101,2020-04-27,"HDFC Balanced",0
166.244,2020-04-28,"HDFC Balanced",0.000860921969163344
166.244,2020-04-28,"HDFC Balanced",0
168.739,2020-04-29,"HDFC Balanced",0.0150080604412791
168.739,2020-04-29,"HDFC Balanced",0
172.498,2020-04-30,"HDFC Balanced",0.0222770076864269
172.498,2020-04-30,"HDFC Balanced",0
165.535,2020-05-04,"HDFC Balanced",-0.040365685399251
165.535,2020-05-04,"HDFC Balanced",0
164.28,2020-05-05,"HDFC Balanced",-0.00758147823723077
164.28,2020-05-05,"HDFC Balanced",0
164.378,2020-05-06,"HDFC Balanced",0.000596542488434288
164.378,2020-05-06,"HDFC Balanced",0
162.976,2020-05-07,"HDFC Balanced",-0.0085291219019576
162.976,2020-05-07,"HDFC Balanced",0
161.759,2020-05-08,"HDFC Balanced",-0.00746735715688207
161.759,2020-05-08,"HDFC Balanced",0
161.278,2020-05-11,"HDFC Balanced",-0.00297355943100535
161.278,2020-05-11,"HDFC Balanced",0
161.697,2020-05-12,"HDFC Balanced",0.00259799848708448
161.697,2020-05-12,"HDFC Balanced",0
165.928,2020-05-13,"HDFC Balanced",0.0261662244815921
165.928,2020-05-13,"HDFC Balanced",0
162.896,2020-05-14,"HDFC Balanced",-0.0182729858733909
162.896,2020-05-14,"HDFC Balanced",0
162.573,2020-05-15,"HDFC Balanced",-0.00198286022983977
162.573,2020-05-15,"HDFC Balanced",0
157.604,2020-05-18,"HDFC Balanced",-0.0305647309208786
157.604,2020-05-18,"HDFC Balanced",0
157.753,2020-05-19,"HDFC Balanced",0.000945407476967415
157.753,2020-05-19,"HDFC Balanced",0
160.176,2020-05-20,"HDFC Balanced",0.0153594543368431
160.176,2020-05-20,"HDFC Balanced",0
160.898,2020-05-21,"HDFC Balanced",0.00450754170412552
160.898,2020-05-21,"HDFC Balanced",0
159.737,2020-05-22,"HDFC Balanced",-0.00721575159417769
159.737,2020-05-22,"HDFC Balanced",0
160.43,2020-05-26,"HDFC Balanced",0.00433838121412079
160.43,2020-05-26,"HDFC Balanced",0
164.13,2020-05-27,"HDFC Balanced",0.023063018138752
164.13,2020-05-27,"HDFC Balanced",0
165.943,2020-05-28,"HDFC Balanced",0.0110461219764822
165.943,2020-05-28,"HDFC Balanced",0
168.075,2020-05-29,"HDFC Balanced",0.0128477850828295
168.075,2020-05-29,"HDFC Balanced",0
171.388,2020-06-01,"HDFC Balanced",0.0197114383459766
171.388,2020-06-01,"HDFC Balanced",0
172.427,2020-06-02,"HDFC Balanced",0.00606226807010985
172.427,2020-06-02,"HDFC Balanced",0
173.31,2020-06-03,"HDFC Balanced",0.00512100773080788
173.31,2020-06-03,"HDFC Balanced",0
173.427,2020-06-04,"HDFC Balanced",0.000675090877618084
173.427,2020-06-04,"HDFC Balanced",0
177.469,2020-06-05,"HDFC Balanced",0.0233066362215803
177.469,2020-06-05,"HDFC Balanced",0
178.738,2020-06-08,"HDFC Balanced",0.0071505446021559
178.738,2020-06-08,"HDFC Balanced",0
176.722,2020-06-09,"HDFC Balanced",-0.0112790788752251
176.722,2020-06-09,"HDFC Balanced",0
177.495,2020-06-10,"HDFC Balanced",0.00437410169644977
177.495,2020-06-10,"HDFC Balanced",0
174.437,2020-06-11,"HDFC Balanced",-0.0172286543282909
174.437,2020-06-11,"HDFC Balanced",0
174.691,2020-06-12,"HDFC Balanced",0.00145611309527217
174.691,2020-06-12,"HDFC Balanced",0
172.144,2020-06-15,"HDFC Balanced",-0.0145800298813333
172.144,2020-06-15,"HDFC Balanced",0
172.481,2020-06-16,"HDFC Balanced",0.00195766335161254
172.481,2020-06-16,"HDFC Balanced",0
172.016,2020-06-17,"HDFC Balanced",-0.00269594911903342
172.016,2020-06-17,"HDFC Balanced",0
175.614,2020-06-18,"HDFC Balanced",0.0209166589154498
175.614,2020-06-18,"HDFC Balanced",0
177.61,2020-06-19,"HDFC Balanced",0.0113658364367306
177.61,2020-06-19,"HDFC Balanced",0
180.907,2020-06-22,"HDFC Balanced",0.018563143967119
180.907,2020-06-22,"HDFC Balanced",0
184.117,2020-06-23,"HDFC Balanced",0.0177439236734896
184.117,2020-06-23,"HDFC Balanced",0
180.553,2020-06-24,"HDFC Balanced",-0.0193572565270996
180.553,2020-06-24,"HDFC Balanced",0
180.789,2020-06-25,"HDFC Balanced",0.0013070954235044
180.789,2020-06-25,"HDFC Balanced",0
181.793,2020-06-26,"HDFC Balanced",0.00555343522006327
179.002,2020-06-29,"HDFC Balanced",-0.0153526263387479
178.498,2020-06-30,"HDFC Balanced",-0.0028156109987599
180.108,2020-07-01,"HDFC Balanced",0.00901970890430153
181.258,2020-07-02,"HDFC Balanced",0.00638505785417641
181.919,2020-07-03,"HDFC Balanced",0.00364673559236007
183.695,2020-07-06,"HDFC Balanced",0.00976258664570486
183.145,2020-07-07,"HDFC Balanced",-0.00299409347015424
182.571,2020-07-08,"HDFC Balanced",-0.00313412869584216
183.701,2020-07-09,"HDFC Balanced",0.00618937290150131
182.512,2020-07-10,"HDFC Balanced",-0.00647247429246435
182.226,2020-07-13,"HDFC Balanced",-0.00156702025072325
179.11,2020-07-14,"HDFC Balanced",-0.0170996454951543
179.153,2020-07-15,"HDFC Balanced",0.000240075930992005
180.629,2020-07-16,"HDFC Balanced",0.00823876798044129
183.451,2020-07-17,"HDFC Balanced",0.015623183431232
184.219,2020-07-20,"HDFC Balanced",0.00418640399888799
187.193,2020-07-21,"HDFC Balanced",0.0161438288124462
187.232,2020-07-22,"HDFC Balanced",0.000208341123866743
188.727,2020-07-23,"HDFC Balanced",0.00798474619723127
187.197,2020-07-24,"HDFC Balanced",-0.00810694813142794
185.132,2020-07-27,"HDFC Balanced",-0.0110311596873881
185.825,2020-07-28,"HDFC Balanced",0.00374327506859961
186.23,2020-07-29,"HDFC Balanced",0.00217946993138706
183.866,2020-07-30,"HDFC Balanced",-0.0126939805616709
184.762,2020-07-31,"HDFC Balanced",0.00487311411571463
184.196,2020-08-03,"HDFC Balanced",-0.00306340048278327
185.269,2020-08-04,"HDFC Balanced",0.00582531651067345
185.738,2020-08-05,"HDFC Balanced",0.00253145426380017
187.413,2020-08-06,"HDFC Balanced",0.00901807922988302
187.228,2020-08-07,"HDFC Balanced",-0.00098712469252401
189.922,2020-08-10,"HDFC Balanced",0.0143888734590979
190.912,2020-08-11,"HDFC Balanced",0.00521266625246158
191.582,2020-08-12,"HDFC Balanced",0.00350947033188059
192.357,2020-08-13,"HDFC Balanced",0.00404526521280708
190.828,2020-08-14,"HDFC Balanced",-0.00794876193743922
192.564,2020-08-17,"HDFC Balanced",0.00909719747626129
193.641,2020-08-18,"HDFC Balanced",0.00559294572194179
194.613,2020-08-19,"HDFC Balanced",0.00501959812229852
195.548,2020-08-20,"HDFC Balanced",0.00480440669431129
196.879,2020-08-21,"HDFC Balanced",0.00680651297891049
197.009,2020-08-24,"HDFC Balanced",0.000660304044616213
197.291,2020-08-25,"HDFC Balanced",0.0014314066870042
197.822,2020-08-26,"HDFC Balanced",0.00269145576838277
198.144,2020-08-27,"HDFC Balanced",0.00162772593543692
199.757,2020-08-28,"HDFC Balanced",0.00814054425064599
193.369,2020-08-31,"HDFC Balanced",-0.0319788543079842
194.572,2020-09-01,"HDFC Balanced",0.00622126607677551
195.47,2020-09-02,"HDFC Balanced",0.00461525810496883
194.9,2020-09-03,"HDFC Balanced",-0.00291604849849078
191.307,2020-09-04,"HDFC Balanced",-0.0184350949204721
190.847,2020-09-07,"HDFC Balanced",-0.00240451211926369
189.158,2020-09-08,"HDFC Balanced",-0.00885002122118776
186.978,2020-09-09,"HDFC Balanced",-0.0115247570813816
189.015,2020-09-10,"HDFC Balanced",0.0108943298142026
189.19,2020-09-11,"HDFC Balanced",0.000925852445573163
188.956,2020-09-14,"HDFC Balanced",-0.00123685184206358
190.17,2020-09-15,"HDFC Balanced",0.00642477613836025
190.556,2020-09-16,"HDFC Balanced",0.00202976284377149
189.388,2020-09-17,"HDFC Balanced",-0.0061294317680892
189.592,2020-09-18,"HDFC Balanced",0.00107715377954257
184.916,2020-09-21,"HDFC Balanced",-0.0246634879108824
183.229,2020-09-22,"HDFC Balanced",-0.00912306128187925
182.119,2020-09-23,"HDFC Balanced",-0.00605799300329104
177.204,2020-09-24,"HDFC Balanced",-0.0269878486044838
181.219,2020-09-25,"HDFC Balanced",0.0226575020879889
184.787,2020-09-28,"HDFC Balanced",0.0196888847195935
183.373,2020-09-29,"HDFC Balanced",-0.00765205344531821
182.769,2020-09-30,"HDFC Balanced",-0.00329383278890559
184.905,2020-10-01,"HDFC Balanced",0.0116868834430346
185.283,2020-10-05,"HDFC Balanced",0.00204429301533212
185.951,2020-10-06,"HDFC Balanced",0.00360529568282037
184.804,2020-10-07,"HDFC Balanced",-0.00616829164672409
185.081,2020-10-08,"HDFC Balanced",0.0014988853055128
186.971,2020-10-09,"HDFC Balanced",0.010211745127809
186.361,2020-10-12,"HDFC Balanced",-0.00326253804065878
185.589,2020-10-13,"HDFC Balanced",-0.00414249762557612
185.533,2020-10-14,"HDFC Balanced",-0.000301742021348311
182.549,2020-10-15,"HDFC Balanced",-0.0160833921728209
184.634,2020-10-16,"HDFC Balanced",0.0114215909153158
187.442,2020-10-19,"HDFC Balanced",0.0152084664796301
187.41,2020-10-20,"HDFC Balanced",-0.000170719475891266
189.09,2020-10-21,"HDFC Balanced",0.00896430286537542
189.639,2020-10-22,"HDFC Balanced",0.00290337934316995
190.784,2020-10-23,"HDFC Balanced",0.00603778758588677
188.871,2020-10-26,"HDFC Balanced",-0.0100270462931901
189.85,2020-10-27,"HDFC Balanced",0.00518343207797907
187.957,2020-10-28,"HDFC Balanced",-0.00997102976033711
186.756,2020-10-29,"HDFC Balanced",-0.00638975935985355
186.897,2020-10-30,"HDFC Balanced",0.000754995823427312
189.357,2020-11-02,"HDFC Balanced",0.0131623300534519
191.564,2020-11-03,"HDFC Balanced",0.0116552332366905
191.55,2020-11-04,"HDFC Balanced",-7.30826251277985e-05
195.463,2020-11-05,"HDFC Balanced",0.020428086661446
196.12,2020-11-06,"HDFC Balanced",0.00336124995523455
198.852,2020-11-09,"HDFC Balanced",0.013930246787681
201.544,2020-11-10,"HDFC Balanced",0.0135377064349366
204.645,2020-11-11,"HDFC Balanced",0.0153862183939983
204.103,2020-11-12,"HDFC Balanced",-0.00264848884653914
205.316,2020-11-13,"HDFC Balanced",0.00594307775975852
207.492,2020-11-17,"HDFC Balanced",0.0105982972588595
209.053,2020-11-18,"HDFC Balanced",0.00752318161664068
207.579,2020-11-19,"HDFC Balanced",-0.00705084356598561
208.685,2020-11-20,"HDFC Balanced",0.00532809195535191
209.137,2020-11-23,"HDFC Balanced",0.00216594388671921
210.933,2020-11-24,"HDFC Balanced",0.00858767219573769
209.746,2020-11-25,"HDFC Balanced",-0.00562737931001779
211.448,2020-11-26,"HDFC Balanced",0.0081145766784587
211.155,2020-11-27,"HDFC Balanced",-0.00138568347773451
213.294,2020-12-01,"HDFC Balanced",0.0101299992896214
214.292,2020-12-02,"HDFC Balanced",0.004678987688355
217.101,2020-12-03,"HDFC Balanced",0.0131082821570567
219.611,2020-12-04,"HDFC Balanced",0.0115614391458353
222.834,2020-12-07,"HDFC Balanced",0.0146759497475082
222.548,2020-12-08,"HDFC Balanced",-0.00128346661640504
223.842,2020-12-09,"HDFC Balanced",0.00581447597821599
223.17,2020-12-10,"HDFC Balanced",-0.00300211756506833
225.591,2020-12-11,"HDFC Balanced",0.0108482322892863
228.152,2020-12-14,"HDFC Balanced",0.0113524032430371
227.231,2020-12-15,"HDFC Balanced",-0.00403678249587991
228.18,2020-12-16,"HDFC Balanced",0.00417636678094103
227.455,2020-12-17,"HDFC Balanced",-0.00317731615391355
227.963,2020-12-18,"HDFC Balanced",0.0022334088061374
218.459,2020-12-21,"HDFC Balanced",-0.041690976167185
220.988,2020-12-22,"HDFC Balanced",0.0115765429668725
223.649,2020-12-23,"HDFC Balanced",0.0120413778123699
225.426,2020-12-24,"HDFC Balanced",0.00794548600709141
227.691,2020-12-28,"HDFC Balanced",0.0100476431290091
228.025,2020-12-29,"HDFC Balanced",0.00146690031665724
227.886,2020-12-30,"HDFC Balanced",-0.000609582282644491
227.882,2020-12-31,"HDFC Balanced",-1.75526359670655e-05
229.118,2021-01-01,"HDFC Balanced",0.00542385971687097
231.609,2021-01-04,"HDFC Balanced",0.0108721270262485
232.309,2021-01-05,"HDFC Balanced",0.00302233505606427
233.112,2021-01-06,"HDFC Balanced",0.00345660305885694
233.95,2021-01-07,"HDFC Balanced",0.00359483853255085
235.796,2021-01-08,"HDFC Balanced",0.00789057490916864
235.891,2021-01-11,"HDFC Balanced",0.000402890634277082
238.013,2021-01-12,"HDFC Balanced",0.00899568020823183
240.427,2021-01-13,"HDFC Balanced",0.0101423031515085
241.236,2021-01-14,"HDFC Balanced",0.00336484671022804
238.972,2021-01-15,"HDFC Balanced",-0.00938500058034448
234.895,2021-01-18,"HDFC Balanced",-0.0170605761344425
238.045,2021-01-19,"HDFC Balanced",0.013410247131697
238.931,2021-01-20,"HDFC Balanced",0.00372198533890661
236.437,2021-01-21,"HDFC Balanced",-0.0104381599708702
233.293,2021-01-22,"HDFC Balanced",-0.0132974111496932
231.944,2021-01-25,"HDFC Balanced",-0.00578242810542973
229.431,2021-01-27,"HDFC Balanced",-0.0108345117787051
229.308,2021-01-28,"HDFC Balanced",-0.000536108895484999
227.699,2021-01-29,"HDFC Balanced",-0.00701676347968662
236.307,2021-02-01,"HDFC Balanced",0.0378042942656752
241.791,2021-02-02,"HDFC Balanced",0.0232070992395486
245.003,2021-02-03,"HDFC Balanced",0.0132841999909012
249.252,2021-02-04,"HDFC Balanced",0.0173426447839415
251.027,2021-02-05,"HDFC Balanced",0.00712130695039549
253.747,2021-02-08,"HDFC Balanced",0.0108354878160518
252.676,2021-02-09,"HDFC Balanced",-0.00422073955554165
252.584,2021-02-10,"HDFC Balanced",-0.00036410264528481
