NAV,Date
101.1741,08-Sep-22
101.5311,09-Sep-22
102.7638,12-Sep-22
103.0445,13-Sep-22
103.058,14-Sep-22
103.107,15-Sep-22
100.7638,16-Sep-22
100.4845,19-Sep-22
101.723,20-Sep-22
101.2369,21-Sep-22
101.5262,22-Sep-22
99.8747,23-Sep-22
97.0152,26-Sep-22
97.422,27-Sep-22
97.1906,28-Sep-22
97.5094,29-Sep-22
99.2356,30-Sep-22
98.5542,03-Oct-22
99.8459,04-Oct-22
101.1513,06-Oct-22
101.6316,07-Oct-22
101.0998,10-Oct-22
99.811,11-Oct-22
100.1956,12-Oct-22
99.7704,13-Oct-22
99.5692,14-Oct-22
99.529,17-Oct-22
100.5169,18-Oct-22
100.5343,19-Oct-22
100.5518,20-Oct-22
99.8107,21-Oct-22
100.9836,25-Oct-22
101.1988,27-Oct-22
100.4019,28-Oct-22
101.0978,31-Oct-22
101.3595,01-Nov-22
101.4592,02-Nov-22
101.6829,03-Nov-22
101.5894,04-Nov-22
102.1297,07-Nov-22
101.5467,09-Nov-22
100.4298,10-Nov-22
101.008,11-Nov-22
101.0752,14-Nov-22
101.2859,15-Nov-22
101.4766,16-Nov-22
101.5981,17-Nov-22
101.4568,18-Nov-22
101.3299,21-Nov-22
101.2705,22-Nov-22
101.8403,23-Nov-22
102.5257,24-Nov-22
103.1764,25-Nov-22
103.8336,28-Nov-22
103.3796,29-Nov-22
103.9303,30-Nov-22
104.5157,01-Dec-22
105.2059,02-Dec-22
105.3053,05-Dec-22
105.0676,06-Dec-22
104.7023,07-Dec-22
105.0844,08-Dec-22
104.2971,09-Dec-22
104.7132,12-Dec-22
105.1136,13-Dec-22
105.5187,14-Dec-22
104.813,15-Dec-22
103.9563,16-Dec-22
104.2345,19-Dec-22
104.1153,20-Dec-22
102.1389,21-Dec-22
100.7884,22-Dec-22
97.3391,23-Dec-22
99.6852,26-Dec-22
101.0209,27-Dec-22
101.3164,28-Dec-22
101.4831,29-Dec-22
102.1231,30-Dec-22
102.7552,02-Jan-23
102.9117,03-Jan-23
102.0671,04-Jan-23
102.1734,05-Jan-23
101.6315,06-Jan-23
102.3057,09-Jan-23
101.8009,10-Jan-23
101.8938,11-Jan-23
102.0545,12-Jan-23
102.2952,13-Jan-23
101.8293,16-Jan-23
102.0258,17-Jan-23
102.2587,18-Jan-23
102.1771,19-Jan-23
101.7335,20-Jan-23
101.4106,23-Jan-23
101.1681,24-Jan-23
100.212,25-Jan-23
98.3797,27-Jan-23
98.3418,30-Jan-23
100.6416,31-Jan-23
99.6408,01-Feb-23
100.0028,02-Feb-23
100.034,03-Feb-23
100.423,06-Feb-23
100.6953,07-Feb-23
101.1285,08-Feb-23
101.0803,09-Feb-23
101.6462,10-Feb-23
100.796,13-Feb-23
100.5058,14-Feb-23
101.0151,15-Feb-23
101.799,16-Feb-23
101.5899,17-Feb-23
101.5017,20-Feb-23
101.3181,21-Feb-23
99.9949,22-Feb-23
100.2135,23-Feb-23
100.3655,24-Feb-23
99.2846,27-Feb-23
99.6774,28-Feb-23
100.8963,01-Mar-23
100.7326,02-Mar-23
101.498,03-Mar-23
102.3255,06-Mar-23
102.9371,08-Mar-23
102.6873,09-Mar-23
102.0927,10-Mar-23
100.1494,13-Mar-23
99.4576,14-Mar-23
99.7086,15-Mar-23
99.0831,16-Mar-23
99.5777,17-Mar-23
98.6903,20-Mar-23
99.2468,21-Mar-23
100.0065,22-Mar-23
99.8301,23-Mar-23
98.8382,24-Mar-23
97.743,27-Mar-23
97.2487,28-Mar-23
98.6961,29-Mar-23
100.0587,31-Mar-23
100.5273,03-Apr-23
101.4682,05-Apr-23
101.9242,06-Apr-23
101.96,10-Apr-23
102.4843,11-Apr-23
102.8043,12-Apr-23
103.1198,13-Apr-23
103.2715,17-Apr-23
103.4451,18-Apr-23
103.5013,19-Apr-23
103.5718,20-Apr-23
103.4491,21-Apr-23
103.7911,24-Apr-23
103.936,25-Apr-23
104.1453,26-Apr-23
104.6137,27-Apr-23
105.4929,28-Apr-23
106.1675,02-May-23
106.6082,03-May-23
107.287,04-May-23
106.9571,05-May-23
107.7804,08-May-23
107.4416,09-May-23
108.0039,10-May-23
108.6425,11-May-23
108.6203,12-May-23
109.0849,15-May-23
109.1744,16-May-23
109.6044,17-May-23
109.471,18-May-23
109.4846,19-May-23
110.1053,22-May-23
110.052,23-May-23
110.1973,24-May-23
110.4188,25-May-23
110.9613,26-May-23
111.3741,29-May-23
111.7084,30-May-23
112.6206,31-May-23
113.2503,01-Jun-23
113.9127,02-Jun-23
114.7208,05-Jun-23
115.3634,06-Jun-23
116.5335,07-Jun-23
115.9026,08-Jun-23
115.9835,09-Jun-23
116.3771,12-Jun-23
116.7067,13-Jun-23
116.9403,14-Jun-23
117.1728,15-Jun-23
118.1254,16-Jun-23
118.4654,19-Jun-23
118.9501,20-Jun-23
119.7809,21-Jun-23
119.2473,22-Jun-23
118.1166,23-Jun-23
118.6773,26-Jun-23
119.3746,27-Jun-23
119.5648,28-Jun-23
120.168,30-Jun-23
