"nav","nav_date","fund_name"
"42.2192","2020-08-13","Nippon Small Cap"
"41.8055","2020-08-14","Nippon Small Cap"
"42.1297","2020-08-17","Nippon Small Cap"
"42.5446","2020-08-18","Nippon Small Cap"
"43.0216","2020-08-19","Nippon Small Cap"
"43.333","2020-08-20","Nippon Small Cap"
"44.1043","2020-08-21","Nippon Small Cap"
"45.1885","2020-08-24","Nippon Small Cap"
"45.3978","2020-08-25","Nippon Small Cap"
"45.9379","2020-08-26","Nippon Small Cap"
"45.9582","2020-08-27","Nippon Small Cap"
"45.7478","2020-08-28","Nippon Small Cap"
"43.646","2020-08-31","Nippon Small Cap"
"43.8437","2020-09-01","Nippon Small Cap"
"44.4226","2020-09-02","Nippon Small Cap"
"44.7187","2020-09-03","Nippon Small Cap"
"44.2462","2020-09-04","Nippon Small Cap"
"44.1592","2020-09-07","Nippon Small Cap"
"43.775","2020-09-08","Nippon Small Cap"
"43.2689","2020-09-09","Nippon Small Cap"
"43.9806","2020-09-10","Nippon Small Cap"
"44.0391","2020-09-11","Nippon Small Cap"
"46.0574","2020-09-14","Nippon Small Cap"
"46.8597","2020-09-15","Nippon Small Cap"
"47.1192","2020-09-16","Nippon Small Cap"
"46.9242","2020-09-17","Nippon Small Cap"
"46.7456","2020-09-18","Nippon Small Cap"
"44.8936","2020-09-21","Nippon Small Cap"
"44.4785","2020-09-22","Nippon Small Cap"
"44.3597","2020-09-23","Nippon Small Cap"
"43.3934","2020-09-24","Nippon Small Cap"
"44.25","2020-09-25","Nippon Small Cap"
"45.2174","2020-09-28","Nippon Small Cap"
"45.2225","2020-09-29","Nippon Small Cap"
"45.3725","2020-09-30","Nippon Small Cap"
"45.4543","2020-10-01","Nippon Small Cap"
"45.3568","2020-10-05","Nippon Small Cap"
"45.4298","2020-10-06","Nippon Small Cap"
"45.0376","2020-10-07","Nippon Small Cap"
"44.6261","2020-10-08","Nippon Small Cap"
"44.6601","2020-10-09","Nippon Small Cap"
"44.3257","2020-10-12","Nippon Small Cap"
"44.2857","2020-10-13","Nippon Small Cap"
"44.5618","2020-10-14","Nippon Small Cap"
"43.8095","2020-10-15","Nippon Small Cap"
"44.1108","2020-10-16","Nippon Small Cap"
"44.4143","2020-10-19","Nippon Small Cap"
"44.4056","2020-10-20","Nippon Small Cap"
"44.3429","2020-10-21","Nippon Small Cap"
"44.6417","2020-10-22","Nippon Small Cap"
"45.0779","2020-10-23","Nippon Small Cap"
"44.7327","2020-10-26","Nippon Small Cap"
"44.9812","2020-10-27","Nippon Small Cap"
"44.657","2020-10-28","Nippon Small Cap"
"44.5415","2020-10-29","Nippon Small Cap"
"44.5895","2020-10-30","Nippon Small Cap"
"44.2321","2020-11-02","Nippon Small Cap"
"44.4157","2020-11-03","Nippon Small Cap"
"44.493","2020-11-04","Nippon Small Cap"
"45.3123","2020-11-05","Nippon Small Cap"
"45.5951","2020-11-06","Nippon Small Cap"
"46.0497","2020-11-09","Nippon Small Cap"
"45.7965","2020-11-10","Nippon Small Cap"
"46.1118","2020-11-11","Nippon Small Cap"
"46.6131","2020-11-12","Nippon Small Cap"
"47.0735","2020-11-13","Nippon Small Cap"
"47.8369","2020-11-17","Nippon Small Cap"
"48.2542","2020-11-18","Nippon Small Cap"
"48.1499","2020-11-19","Nippon Small Cap"
"48.5835","2020-11-20","Nippon Small Cap"
"49.1031","2020-11-23","Nippon Small Cap"
"49.4119","2020-11-24","Nippon Small Cap"
"48.8291","2020-11-25","Nippon Small Cap"
"49.0635","2020-11-26","Nippon Small Cap"
"50.3139","2020-11-27","Nippon Small Cap"
"50.8939","2020-12-01","Nippon Small Cap"
"50.9452","2020-12-02","Nippon Small Cap"
"51.3248","2020-12-03","Nippon Small Cap"
"51.592","2020-12-04","Nippon Small Cap"
"52.13","2020-12-07","Nippon Small Cap"
"51.6608","2020-12-08","Nippon Small Cap"
"51.9511","2020-12-09","Nippon Small Cap"
"51.7909","2020-12-10","Nippon Small Cap"
"52.0163","2020-12-11","Nippon Small Cap"
"52.4013","2020-12-14","Nippon Small Cap"
"52.5037","2020-12-15","Nippon Small Cap"
"53.0849","2020-12-16","Nippon Small Cap"
"53.1568","2020-12-17","Nippon Small Cap"
"53.0396","2020-12-18","Nippon Small Cap"
"50.6999","2020-12-21","Nippon Small Cap"
"51.2542","2020-12-22","Nippon Small Cap"
"52.5325","2020-12-23","Nippon Small Cap"
"52.7761","2020-12-24","Nippon Small Cap"
"53.4773","2020-12-28","Nippon Small Cap"
"53.6006","2020-12-29","Nippon Small Cap"
"53.7607","2020-12-30","Nippon Small Cap"
"54.0025","2020-12-31","Nippon Small Cap"
"54.5428","2021-01-01","Nippon Small Cap"
"55.3149","2021-01-04","Nippon Small Cap"
"55.6107","2021-01-05","Nippon Small Cap"
"55.6925","2021-01-06","Nippon Small Cap"
"56.1361","2021-01-07","Nippon Small Cap"
"56.5561","2021-01-08","Nippon Small Cap"
"56.3357","2021-01-11","Nippon Small Cap"
"56.3683","2021-01-12","Nippon Small Cap"
"56.3828","2021-01-13","Nippon Small Cap"
"56.3147","2021-01-14","Nippon Small Cap"
"55.863","2021-01-15","Nippon Small Cap"
"54.9495","2021-01-18","Nippon Small Cap"
"55.7284","2021-01-19","Nippon Small Cap"
"55.9987","2021-01-20","Nippon Small Cap"
"55.6336","2021-01-21","Nippon Small Cap"
"55.139","2021-01-22","Nippon Small Cap"
"54.5016","2021-01-25","Nippon Small Cap"
"54.245","2021-01-27","Nippon Small Cap"
"54.0773","2021-01-28","Nippon Small Cap"
"53.9911","2021-01-29","Nippon Small Cap"
"55.2887","2021-02-01","Nippon Small Cap"
"55.8121","2021-02-02","Nippon Small Cap"
"56.7949","2021-02-03","Nippon Small Cap"
"57.6133","2021-02-04","Nippon Small Cap"
"58.1143","2021-02-05","Nippon Small Cap"
"59.1998","2021-02-08","Nippon Small Cap"
"59.1074","2021-02-09","Nippon Small Cap"
"59.3624","2021-02-10","Nippon Small Cap"
"60.3859","2021-02-11","Nippon Small Cap"
"60.4006","2021-02-12","Nippon Small Cap"
"60.743","2021-02-15","Nippon Small Cap"
"60.8337","2021-02-16","Nippon Small Cap"
"61.2674","2021-02-17","Nippon Small Cap"
"61.5803","2021-02-18","Nippon Small Cap"
"61.1359","2021-02-19","Nippon Small Cap"
"60.4374","2021-02-22","Nippon Small Cap"
"60.804","2021-02-23","Nippon Small Cap"
"61.5004","2021-02-24","Nippon Small Cap"
"62.0977","2021-02-25","Nippon Small Cap"
"61.462","2021-02-26","Nippon Small Cap"
"62.7583","2021-03-01","Nippon Small Cap"
"64.0334","2021-03-02","Nippon Small Cap"
"64.69","2021-03-03","Nippon Small Cap"
"65.2266","2021-03-04","Nippon Small Cap"
"64.0828","2021-03-05","Nippon Small Cap"
"64.3105","2021-03-08","Nippon Small Cap"
"64.3209","2021-03-09","Nippon Small Cap"
"65.0005","2021-03-10","Nippon Small Cap"
"65.1094","2021-03-12","Nippon Small Cap"
"64.7533","2021-03-15","Nippon Small Cap"
"65.0436","2021-03-16","Nippon Small Cap"
"63.5226","2021-03-17","Nippon Small Cap"
"62.608","2021-03-18","Nippon Small Cap"
"62.9917","2021-03-19","Nippon Small Cap"
"63.273","2021-03-22","Nippon Small Cap"
"63.851","2021-03-23","Nippon Small Cap"
"62.8858","2021-03-24","Nippon Small Cap"
"61.7086","2021-03-25","Nippon Small Cap"
"62.5491","2021-03-26","Nippon Small Cap"
"63.3914","2021-03-30","Nippon Small Cap"
"63.935","2021-03-31","Nippon Small Cap"
"64.9797","2021-04-01","Nippon Small Cap"
"64.0751","2021-04-05","Nippon Small Cap"
"64.6124","2021-04-06","Nippon Small Cap"
"65.4634","2021-04-07","Nippon Small Cap"
"66.0653","2021-04-08","Nippon Small Cap"
"66.3294","2021-04-09","Nippon Small Cap"
"63.2106","2021-04-12","Nippon Small Cap"
"63.9933","2021-04-13","Nippon Small Cap"
"63.8082","2021-04-15","Nippon Small Cap"
"64.54","2021-04-16","Nippon Small Cap"
"63.7685","2021-04-19","Nippon Small Cap"
"64.0918","2021-04-20","Nippon Small Cap"
"64.5696","2021-04-22","Nippon Small Cap"
"64.8459","2021-04-23","Nippon Small Cap"
"65.3961","2021-04-26","Nippon Small Cap"
"66.1876","2021-04-27","Nippon Small Cap"
"66.9318","2021-04-28","Nippon Small Cap"
"67.1829","2021-04-29","Nippon Small Cap"
"67.2137","2021-04-30","Nippon Small Cap"
"68.5099","2021-05-03","Nippon Small Cap"
"67.9539","2021-05-04","Nippon Small Cap"
"68.5281","2021-05-05","Nippon Small Cap"
"68.7647","2021-05-06","Nippon Small Cap"
"68.5838","2021-05-07","Nippon Small Cap"
"69.1552","2021-05-10","Nippon Small Cap"
"69.5276","2021-05-11","Nippon Small Cap"
"69.3099","2021-05-12","Nippon Small Cap"
"68.6482","2021-05-14","Nippon Small Cap"
"69.7468","2021-05-17","Nippon Small Cap"
"70.5321","2021-05-18","Nippon Small Cap"
"71.0456","2021-05-19","Nippon Small Cap"
"71.2713","2021-05-20","Nippon Small Cap"
"71.414","2021-05-21","Nippon Small Cap"
"71.918","2021-05-24","Nippon Small Cap"
"71.9205","2021-05-25","Nippon Small Cap"
"72.3311","2021-05-26","Nippon Small Cap"
"72.8879","2021-05-27","Nippon Small Cap"
"72.6938","2021-05-28","Nippon Small Cap"
"72.9427","2021-05-31","Nippon Small Cap"
"72.4304","2021-06-01","Nippon Small Cap"
"73.2209","2021-06-02","Nippon Small Cap"
"73.944","2021-06-03","Nippon Small Cap"
"74.4317","2021-06-04","Nippon Small Cap"
"75.3611","2021-06-07","Nippon Small Cap"
"76.2031","2021-06-08","Nippon Small Cap"
"75.4718","2021-06-09","Nippon Small Cap"
"76.4326","2021-06-10","Nippon Small Cap"
"76.7007","2021-06-11","Nippon Small Cap"
"76.693","2021-06-14","Nippon Small Cap"
"76.9729","2021-06-15","Nippon Small Cap"
"76.3912","2021-06-16","Nippon Small Cap"
"76.1084","2021-06-17","Nippon Small Cap"
"75.4514","2021-06-18","Nippon Small Cap"
"75.7369","2021-06-21","Nippon Small Cap"
"76.2925","2021-06-22","Nippon Small Cap"
"76.2857","2021-06-23","Nippon Small Cap"
"76.1903","2021-06-24","Nippon Small Cap"
"76.6054","2021-06-25","Nippon Small Cap"
"76.9156","2021-06-28","Nippon Small Cap"
"77.0479","2021-06-29","Nippon Small Cap"
"77.818","2021-06-30","Nippon Small Cap"
"78.3409","2021-07-01","Nippon Small Cap"
"79.258","2021-07-02","Nippon Small Cap"
"80.0213","2021-07-05","Nippon Small Cap"
"79.6488","2021-07-06","Nippon Small Cap"
"80.0073","2021-07-07","Nippon Small Cap"
"79.8657","2021-07-08","Nippon Small Cap"
"80.1952","2021-07-09","Nippon Small Cap"
"80.5995","2021-07-12","Nippon Small Cap"
"81.3928","2021-07-13","Nippon Small Cap"
"81.6936","2021-07-14","Nippon Small Cap"
"82.2027","2021-07-15","Nippon Small Cap"
"82.7359","2021-07-16","Nippon Small Cap"
"82.5801","2021-07-19","Nippon Small Cap"
"81.539","2021-07-20","Nippon Small Cap"
"82.6404","2021-07-22","Nippon Small Cap"
"82.8264","2021-07-23","Nippon Small Cap"
"83.1495","2021-07-26","Nippon Small Cap"
"82.9793","2021-07-27","Nippon Small Cap"
"82.6451","2021-07-28","Nippon Small Cap"
"83.4881","2021-07-29","Nippon Small Cap"
"83.7178","2021-07-30","Nippon Small Cap"
"84.344","2021-08-02","Nippon Small Cap"
"84.7551","2021-08-03","Nippon Small Cap"
"83.7065","2021-08-04","Nippon Small Cap"
"83.6888","2021-08-05","Nippon Small Cap"
"83.6276","2021-08-06","Nippon Small Cap"
"83.2741","2021-08-09","Nippon Small Cap"
"81.7863","2021-08-10","Nippon Small Cap"
"81.4055","2021-08-11","Nippon Small Cap"
"83.0268","2021-08-12","Nippon Small Cap"
"83.1732","2021-08-13","Nippon Small Cap"
"82.6423","2021-08-16","Nippon Small Cap"
"82.6083","2021-08-17","Nippon Small Cap"
"82.3912","2021-08-18","Nippon Small Cap"
"80.8135","2021-08-20","Nippon Small Cap"
"79.7998","2021-08-23","Nippon Small Cap"
"80.88","2021-08-24","Nippon Small Cap"
"81.1731","2021-08-25","Nippon Small Cap"
"81.48","2021-08-26","Nippon Small Cap"
"82.1517","2021-08-27","Nippon Small Cap"
"83.7479","2021-08-30","Nippon Small Cap"
"84.3877","2021-08-31","Nippon Small Cap"
"84.2435","2021-09-01","Nippon Small Cap"
"84.9964","2021-09-02","Nippon Small Cap"
"85.2063","2021-09-03","Nippon Small Cap"
"85.7657","2021-09-06","Nippon Small Cap"
"85.8746","2021-09-07","Nippon Small Cap"
"86.3261","2021-09-08","Nippon Small Cap"
"86.8625","2021-09-09","Nippon Small Cap"
"87.465","2021-09-13","Nippon Small Cap"
"87.8499","2021-09-14","Nippon Small Cap"
"88.887","2021-09-15","Nippon Small Cap"
"88.7277","2021-09-16","Nippon Small Cap"
"88.1974","2021-09-17","Nippon Small Cap"
"86.5599","2021-09-20","Nippon Small Cap"
"86.8307","2021-09-21","Nippon Small Cap"
"87.4014","2021-09-22","Nippon Small Cap"
"88.1305","2021-09-23","Nippon Small Cap"
"88.3762","2021-09-24","Nippon Small Cap"
"87.8059","2021-09-27","Nippon Small Cap"
"87.2249","2021-09-28","Nippon Small Cap"
"87.4637","2021-09-29","Nippon Small Cap"
"88.0434","2021-09-30","Nippon Small Cap"
"88.1773","2021-10-01","Nippon Small Cap"
"89.6665","2021-10-04","Nippon Small Cap"
"90.0221","2021-10-05","Nippon Small Cap"
"89.623","2021-10-06","Nippon Small Cap"
"90.5912","2021-10-07","Nippon Small Cap"
"91.7163","2021-10-08","Nippon Small Cap"
"92.1055","2021-10-11","Nippon Small Cap"
"92.3272","2021-10-12","Nippon Small Cap"
"92.8896","2021-10-13","Nippon Small Cap"
"93.2095","2021-10-14","Nippon Small Cap"
"93.9295","2021-10-18","Nippon Small Cap"
"92.7501","2021-10-19","Nippon Small Cap"
"90.2095","2021-10-20","Nippon Small Cap"
"89.1129","2021-10-21","Nippon Small Cap"
"88.2321","2021-10-22","Nippon Small Cap"
"86.5984","2021-10-25","Nippon Small Cap"
"88.7964","2021-10-26","Nippon Small Cap"
"89.2377","2021-10-27","Nippon Small Cap"
"87.6892","2021-10-28","Nippon Small Cap"
"87.6161","2021-10-29","Nippon Small Cap"
"88.6089","2021-11-01","Nippon Small Cap"
"89.7822","2021-11-02","Nippon Small Cap"
"89.5711","2021-11-03","Nippon Small Cap"
"91.5243","2021-11-08","Nippon Small Cap"
"91.9116","2021-11-09","Nippon Small Cap"
"92.4811","2021-11-10","Nippon Small Cap"
"92.4683","2021-11-11","Nippon Small Cap"
"92.6559","2021-11-12","Nippon Small Cap"
"92.9644","2021-11-15","Nippon Small Cap"
"93.3874","2021-11-16","Nippon Small Cap"
"93.3562","2021-11-17","Nippon Small Cap"
"91.8004","2021-11-18","Nippon Small Cap"
"89.18","2021-11-22","Nippon Small Cap"
"90.6047","2021-11-23","Nippon Small Cap"
"91.3372","2021-11-24","Nippon Small Cap"
"92.2212","2021-11-25","Nippon Small Cap"
"89.4366","2021-11-26","Nippon Small Cap"
"87.5879","2021-11-29","Nippon Small Cap"
"89.1012","2021-11-30","Nippon Small Cap"
"89.3469","2021-12-01","Nippon Small Cap"
"90.2546","2021-12-02","Nippon Small Cap"
"90.4343","2021-12-03","Nippon Small Cap"
"89.2112","2021-12-06","Nippon Small Cap"
"90.2399","2021-12-07","Nippon Small Cap"
"91.4421","2021-12-08","Nippon Small Cap"
"91.835","2021-12-09","Nippon Small Cap"
"92.4852","2021-12-10","Nippon Small Cap"
"93.1151","2021-12-13","Nippon Small Cap"
"93.2445","2021-12-14","Nippon Small Cap"
"93.1309","2021-12-15","Nippon Small Cap"
"92.7212","2021-12-16","Nippon Small Cap"
"90.9058","2021-12-17","Nippon Small Cap"
"88.153","2021-12-20","Nippon Small Cap"
"89.4953","2021-12-21","Nippon Small Cap"
"90.9911","2021-12-22","Nippon Small Cap"
"91.7322","2021-12-23","Nippon Small Cap"
"91.3089","2021-12-24","Nippon Small Cap"
"91.9479","2021-12-27","Nippon Small Cap"
"93.7442","2021-12-28","Nippon Small Cap"
"94.2021","2021-12-29","Nippon Small Cap"
"94.1683","2021-12-30","Nippon Small Cap"
"94.9717","2021-12-31","Nippon Small Cap"
"96.4493","2022-01-03","Nippon Small Cap"
"97.1037","2022-01-04","Nippon Small Cap"
"96.7149","2022-01-05","Nippon Small Cap"
"96.6556","2022-01-06","Nippon Small Cap"
"97.3225","2022-01-07","Nippon Small Cap"
"98.4593","2022-01-10","Nippon Small Cap"
"98.3547","2022-01-11","Nippon Small Cap"
"99.1533","2022-01-12","Nippon Small Cap"
"99.6433","2022-01-13","Nippon Small Cap"
"100.1494","2022-01-14","Nippon Small Cap"
"100.9424","2022-01-17","Nippon Small Cap"
"98.9829","2022-01-18","Nippon Small Cap"
"98.7872","2022-01-19","Nippon Small Cap"
"98.5347","2022-01-20","Nippon Small Cap"
"96.4195","2022-01-21","Nippon Small Cap"
"92.0507","2022-01-24","Nippon Small Cap"
"93.0392","2022-01-25","Nippon Small Cap"
"92.2698","2022-01-27","Nippon Small Cap"
"92.7489","2022-01-28","Nippon Small Cap"
"93.9918","2022-01-31","Nippon Small Cap"
"94.8302","2022-02-01","Nippon Small Cap"
"96.094","2022-02-02","Nippon Small Cap"
"95.6616","2022-02-03","Nippon Small Cap"
"95.4722","2022-02-04","Nippon Small Cap"
"94.5696","2022-02-07","Nippon Small Cap"
"93.5799","2022-02-08","Nippon Small Cap"
"94.0961","2022-02-09","Nippon Small Cap"
"94.1048","2022-02-10","Nippon Small Cap"
"92.408","2022-02-11","Nippon Small Cap"
"88.4636","2022-02-14","Nippon Small Cap"
"90.6879","2022-02-15","Nippon Small Cap"
"91.0311","2022-02-16","Nippon Small Cap"
"90.6393","2022-02-17","Nippon Small Cap"
"89.9651","2022-02-18","Nippon Small Cap"
"88.4796","2022-02-21","Nippon Small Cap"
"87.2866","2022-02-22","Nippon Small Cap"
"88.1148","2022-02-23","Nippon Small Cap"
"83.6577","2022-02-24","Nippon Small Cap"
"87.0849","2022-02-25","Nippon Small Cap"
"87.3533","2022-02-28","Nippon Small Cap"
"87.0627","2022-03-02","Nippon Small Cap"
"87.2041","2022-03-03","Nippon Small Cap"
"85.591","2022-03-04","Nippon Small Cap"
"84.0231","2022-03-07","Nippon Small Cap"
"85.03","2022-03-08","Nippon Small Cap"
"86.6645","2022-03-09","Nippon Small Cap"
"87.7808","2022-03-10","Nippon Small Cap"
"88.6415","2022-03-11","Nippon Small Cap"
"89.2322","2022-03-14","Nippon Small Cap"
"88.2381","2022-03-15","Nippon Small Cap"
"89.4707","2022-03-16","Nippon Small Cap"
"90.4876","2022-03-17","Nippon Small Cap"
"91.278","2022-03-21","Nippon Small Cap"
"91.8017","2022-03-22","Nippon Small Cap"
"91.5816","2022-03-23","Nippon Small Cap"
"91.4078","2022-03-24","Nippon Small Cap"
"90.849","2022-03-25","Nippon Small Cap"
"90.534","2022-03-28","Nippon Small Cap"
"91.157","2022-03-29","Nippon Small Cap"
"92.4379","2022-03-30","Nippon Small Cap"
"92.9545","2022-03-31","Nippon Small Cap"
"94.1589","2022-04-01","Nippon Small Cap"
"95.455","2022-04-04","Nippon Small Cap"
"96.3879","2022-04-05","Nippon Small Cap"
"96.8101","2022-04-06","Nippon Small Cap"
"96.4762","2022-04-07","Nippon Small Cap"
"97.5277","2022-04-08","Nippon Small Cap"
"97.5777","2022-04-11","Nippon Small Cap"
"96.4762","2022-04-12","Nippon Small Cap"
"97.0702","2022-04-13","Nippon Small Cap"
"96.0243","2022-04-18","Nippon Small Cap"
"94.6327","2022-04-19","Nippon Small Cap"
"94.7545","2022-04-20","Nippon Small Cap"
"96.111","2022-04-21","Nippon Small Cap"
"95.8345","2022-04-22","Nippon Small Cap"
"94.2719","2022-04-25","Nippon Small Cap"
"95.2715","2022-04-26","Nippon Small Cap"
"94.9042","2022-04-27","Nippon Small Cap"
"95.4119","2022-04-28","Nippon Small Cap"
"94.5293","2022-04-29","Nippon Small Cap"
"93.5737","2022-05-02","Nippon Small Cap"
"91.4891","2022-05-04","Nippon Small Cap"
"91.2593","2022-05-05","Nippon Small Cap"
"89.4521","2022-05-06","Nippon Small Cap"
"87.9328","2022-05-09","Nippon Small Cap"
"86.4092","2022-05-10","Nippon Small Cap"
"84.8233","2022-05-11","Nippon Small Cap"
"83.0261","2022-05-12","Nippon Small Cap"
"83.9039","2022-05-13","Nippon Small Cap"
"84.7568","2022-05-16","Nippon Small Cap"
"87.0087","2022-05-17","Nippon Small Cap"
"87.258","2022-05-18","Nippon Small Cap"
"85.2296","2022-05-19","Nippon Small Cap"
"86.6421","2022-05-20","Nippon Small Cap"
"86.1384","2022-05-23","Nippon Small Cap"
"85.2233","2022-05-24","Nippon Small Cap"
"82.8762","2022-05-25","Nippon Small Cap"
"83.6924","2022-05-26","Nippon Small Cap"
"85.0806","2022-05-27","Nippon Small Cap"
"87.0891","2022-05-30","Nippon Small Cap"
"87.9753","2022-05-31","Nippon Small Cap"
"88.8005","2022-06-01","Nippon Small Cap"
"89.2892","2022-06-02","Nippon Small Cap"
"88.4882","2022-06-03","Nippon Small Cap"
"87.8011","2022-06-06","Nippon Small Cap"
"87.1957","2022-06-07","Nippon Small Cap"
"86.8341","2022-06-08","Nippon Small Cap"
"87.0174","2022-06-09","Nippon Small Cap"
"86.436","2022-06-10","Nippon Small Cap"
"84.0258","2022-06-13","Nippon Small Cap"
"84.1267","2022-06-14","Nippon Small Cap"
"84.8192","2022-06-15","Nippon Small Cap"
"82.6698","2022-06-16","Nippon Small Cap"
"82.054","2022-06-17","Nippon Small Cap"
"80.3591","2022-06-20","Nippon Small Cap"
"82.3061","2022-06-21","Nippon Small Cap"
"81.5579","2022-06-22","Nippon Small Cap"
"82.2678","2022-06-23","Nippon Small Cap"
"83.6732","2022-06-24","Nippon Small Cap"
"85.2164","2022-06-27","Nippon Small Cap"
"85.7289","2022-06-28","Nippon Small Cap"
"85.5723","2022-06-29","Nippon Small Cap"
"85.2665","2022-06-30","Nippon Small Cap"
"85.2","2022-07-01","Nippon Small Cap"
"85.8618","2022-07-04","Nippon Small Cap"
"86.0526","2022-07-05","Nippon Small Cap"
"86.7766","2022-07-06","Nippon Small Cap"
"87.7502","2022-07-07","Nippon Small Cap"
"88.3659","2022-07-08","Nippon Small Cap"
"88.8315","2022-07-11","Nippon Small Cap"
"88.3619","2022-07-12","Nippon Small Cap"
"88.4469","2022-07-13","Nippon Small Cap"
"88.0409","2022-07-14","Nippon Small Cap"
"88.4773","2022-07-15","Nippon Small Cap"
"89.6026","2022-07-18","Nippon Small Cap"
"90.6444","2022-07-19","Nippon Small Cap"
"91.0946","2022-07-20","Nippon Small Cap"
"92.0259","2022-07-21","Nippon Small Cap"
"92.1222","2022-07-22","Nippon Small Cap"
"92.1774","2022-07-25","Nippon Small Cap"
"91.3472","2022-07-26","Nippon Small Cap"
"91.5212","2022-07-27","Nippon Small Cap"
"92.0497","2022-07-28","Nippon Small Cap"
"93.1519","2022-07-29","Nippon Small Cap"
"94.2734","2022-08-01","Nippon Small Cap"
"94.4625","2022-08-02","Nippon Small Cap"
"94.2398","2022-08-03","Nippon Small Cap"
"94.1877","2022-08-04","Nippon Small Cap"
"94.2702","2022-08-05","Nippon Small Cap"
"94.5668","2022-08-08","Nippon Small Cap"
"94.5997","2022-08-10","Nippon Small Cap"
"95.0861","2022-08-11","Nippon Small Cap"
"95.1915","2022-08-12","Nippon Small Cap"
"95.65","2022-08-16","Nippon Small Cap"
"96.0551","2022-08-17","Nippon Small Cap"
"96.3548","2022-08-18","Nippon Small Cap"
"95.6356","2022-08-19","Nippon Small Cap"
"94.7991","2022-08-22","Nippon Small Cap"
"95.6354","2022-08-23","Nippon Small Cap"
"96.3015","2022-08-24","Nippon Small Cap"
"96.3567","2022-08-25","Nippon Small Cap"
"97.0813","2022-08-26","Nippon Small Cap"
"96.7863","2022-08-29","Nippon Small Cap"
"98.0566","2022-08-30","Nippon Small Cap"
"98.7009","2022-09-01","Nippon Small Cap"
"98.7071","2022-09-02","Nippon Small Cap"
"99.6033","2022-09-05","Nippon Small Cap"
"99.758","2022-09-06","Nippon Small Cap"
"100.4986","2022-09-07","Nippon Small Cap"
"101.1741","2022-09-08","Nippon Small Cap"
"101.5311","2022-09-09","Nippon Small Cap"
"102.7638","2022-09-12","Nippon Small Cap"
"103.0445","2022-09-13","Nippon Small Cap"
"103.058","2022-09-14","Nippon Small Cap"
"103.107","2022-09-15","Nippon Small Cap"
"100.7638","2022-09-16","Nippon Small Cap"
"100.4845","2022-09-19","Nippon Small Cap"
"101.723","2022-09-20","Nippon Small Cap"
"101.2369","2022-09-21","Nippon Small Cap"
"101.5262","2022-09-22","Nippon Small Cap"
"99.8747","2022-09-23","Nippon Small Cap"
"97.0152","2022-09-26","Nippon Small Cap"
"97.422","2022-09-27","Nippon Small Cap"
"97.1906","2022-09-28","Nippon Small Cap"
"97.5094","2022-09-29","Nippon Small Cap"
"99.2356","2022-09-30","Nippon Small Cap"
"98.5542","2022-10-03","Nippon Small Cap"
"99.8459","2022-10-04","Nippon Small Cap"
"101.1513","2022-10-06","Nippon Small Cap"
"101.6316","2022-10-07","Nippon Small Cap"
"101.0998","2022-10-10","Nippon Small Cap"
"99.811","2022-10-11","Nippon Small Cap"
"100.1956","2022-10-12","Nippon Small Cap"
"99.7704","2022-10-13","Nippon Small Cap"
"99.5692","2022-10-14","Nippon Small Cap"
"99.529","2022-10-17","Nippon Small Cap"
"100.5169","2022-10-18","Nippon Small Cap"
"100.5343","2022-10-19","Nippon Small Cap"
"100.5518","2022-10-20","Nippon Small Cap"
"99.8107","2022-10-21","Nippon Small Cap"
"100.9836","2022-10-25","Nippon Small Cap"
"101.1988","2022-10-27","Nippon Small Cap"
"100.4019","2022-10-28","Nippon Small Cap"
"101.0978","2022-10-31","Nippon Small Cap"
"101.3595","2022-11-01","Nippon Small Cap"
"101.4592","2022-11-02","Nippon Small Cap"
"101.6829","2022-11-03","Nippon Small Cap"
"101.5894","2022-11-04","Nippon Small Cap"
"102.1297","2022-11-07","Nippon Small Cap"
"101.5467","2022-11-09","Nippon Small Cap"
"100.4298","2022-11-10","Nippon Small Cap"
"101.008","2022-11-11","Nippon Small Cap"
"101.0752","2022-11-14","Nippon Small Cap"
"101.2859","2022-11-15","Nippon Small Cap"
"101.4766","2022-11-16","Nippon Small Cap"
"101.5981","2022-11-17","Nippon Small Cap"
"101.4568","2022-11-18","Nippon Small Cap"
"101.3299","2022-11-21","Nippon Small Cap"
"101.2705","2022-11-22","Nippon Small Cap"
"101.8403","2022-11-23","Nippon Small Cap"
"102.5257","2022-11-24","Nippon Small Cap"
"103.1764","2022-11-25","Nippon Small Cap"
"103.8336","2022-11-28","Nippon Small Cap"
"103.3796","2022-11-29","Nippon Small Cap"
"103.9303","2022-11-30","Nippon Small Cap"
"104.5157","2022-12-01","Nippon Small Cap"
"105.2059","2022-12-02","Nippon Small Cap"
"105.3053","2022-12-05","Nippon Small Cap"
"105.0676","2022-12-06","Nippon Small Cap"
"104.7023","2022-12-07","Nippon Small Cap"
"105.0844","2022-12-08","Nippon Small Cap"
"104.2971","2022-12-09","Nippon Small Cap"
"104.7132","2022-12-12","Nippon Small Cap"
"105.1136","2022-12-13","Nippon Small Cap"
"105.5187","2022-12-14","Nippon Small Cap"
"104.813","2022-12-15","Nippon Small Cap"
"103.9563","2022-12-16","Nippon Small Cap"
"104.2345","2022-12-19","Nippon Small Cap"
"104.1153","2022-12-20","Nippon Small Cap"
"102.1389","2022-12-21","Nippon Small Cap"
"100.7884","2022-12-22","Nippon Small Cap"
