NAV,Date
128.23,30-Jul-24
128.68,31-Jul-24
127.83,01-Aug-24
126.23,02-Aug-24
122.43,05-Aug-24
121.72,06-Aug-24
124.35,07-Aug-24
123.63,08-Aug-24
125.23,09-Aug-24
125.37,12-Aug-24
124.55,13-Aug-24
124.46,14-Aug-24
126.84,16-Aug-24
127.01,19-Aug-24
128.26,20-Aug-24
128.57,21-Aug-24
129.4,22-Aug-24
129.03,23-Aug-24
129.68,26-Aug-24
129.89,27-Aug-24
130.19,28-Aug-24
129.87,29-Aug-24
131.09,30-Aug-24
131.09,31-Aug-24
131.01,02-Sep-24
131.33,03-Sep-24
131.29,04-Sep-24
131.73,05-Sep-24
130.63,06-Sep-24
130.32,09-Sep-24
131.34,10-Sep-24
131.04,11-Sep-24
132.65,12-Sep-24
133.3,13-Sep-24
133.68,16-Sep-24
133.82,17-Sep-24
132.86,18-Sep-24
132.86,19-Sep-24
134.57,20-Sep-24
135.59,23-Sep-24
135.68,24-Sep-24
134.99,25-Sep-24
135.32,26-Sep-24
135.54,27-Sep-24
134.59,30-Sep-24
134.72,01-Oct-24
131.65,03-Oct-24
130.35,04-Oct-24
128.69,07-Oct-24
131.38,08-Oct-24
132.95,09-Oct-24
132.48,10-Oct-24
132.65,11-Oct-24
133.48,14-Oct-24
134.11,15-Oct-24
133.49,16-Oct-24
131.41,17-Oct-24
131.75,18-Oct-24
129.83,21-Oct-24
127.12,22-Oct-24
127.67,23-Oct-24
127.15,24-Oct-24
125.73,25-Oct-24
125.66,28-Oct-24
126.74,29-Oct-24
126.62,30-Oct-24
126.34,31-Oct-24
125.8,04-Nov-24
125.93,05-Nov-24
128.46,06-Nov-24
127.46,07-Nov-24
126.35,08-Nov-24
126.04,11-Nov-24
125.38,12-Nov-24
122.63,13-Nov-24
123.21,14-Nov-24
123.04,18-Nov-24
124.21,19-Nov-24
124.28,21-Nov-24
125.52,22-Nov-24
127.25,25-Nov-24
126.91,26-Nov-24
127.1,27-Nov-24
126.53,28-Nov-24
127.42,29-Nov-24
127.42,30-Nov-24
128.84,02-Dec-24
129.78,03-Dec-24
130.79,04-Dec-24
131.15,05-Dec-24
131.57,06-Dec-24
132.16,09-Dec-24
132.29,10-Dec-24
132.87,11-Dec-24
132.27,12-Dec-24
132.08,13-Dec-24
132.84,16-Dec-24
131.92,17-Dec-24
131.64,18-Dec-24
131.3,19-Dec-24
128.58,20-Dec-24
128.72,23-Dec-24
128.8,24-Dec-24
128.9,26-Dec-24
128.91,27-Dec-24
129.41,30-Dec-24
