NAV,Date
407.362,22-Sep-23
407.473,25-Sep-23
407.67,26-Sep-23
409.436,27-Sep-23
410.693,29-Sep-23
409.971,03-Oct-23
407.013,04-Oct-23
408.197,05-Oct-23
409.358,06-Oct-23
406.581,09-Oct-23
410.339,10-Oct-23
411.679,11-Oct-23
412.444,12-Oct-23
411.986,13-Oct-23
412.91,16-Oct-23
414.744,17-Oct-23
412.588,18-Oct-23
412.06,19-Oct-23
410.114,20-Oct-23
404.779,23-Oct-23
402.444,25-Oct-23
400.17,26-Oct-23
403.771,27-Oct-23
404.54,30-Oct-23
404.639,31-Oct-23
403.286,01-Nov-23
406.557,02-Nov-23
408.422,03-Nov-23
410.311,06-Nov-23
410.839,07-Nov-23
412.403,08-Nov-23
413.225,09-Nov-23
414.405,10-Nov-23
417.881,13-Nov-23
420.585,15-Nov-23
421.142,16-Nov-23
421.852,17-Nov-23
422.176,20-Nov-23
423.075,21-Nov-23
422.844,22-Nov-23
423.381,23-Nov-23
423.67,24-Nov-23
425.222,28-Nov-23
427.634,29-Nov-23
429.193,30-Nov-23
433.436,01-Dec-23
439.381,04-Dec-23
441.534,05-Dec-23
442.766,06-Dec-23
443.298,07-Dec-23
444.121,08-Dec-23
445.286,11-Dec-23
443.649,12-Dec-23
447.327,13-Dec-23
449.987,14-Dec-23
452.594,15-Dec-23
452.555,18-Dec-23
454.18,19-Dec-23
446.26,20-Dec-23
449.619,21-Dec-23
450.986,22-Dec-23
454.26,26-Dec-23
455.322,27-Dec-23
458.059,28-Dec-23
457.604,29-Dec-23
459.395,01-Jan-24
459.003,02-Jan-24
458.688,03-Jan-24
461.256,04-Jan-24
461.937,05-Jan-24
459.969,08-Jan-24
460.751,09-Jan-24
460.192,10-Jan-24
461.328,11-Jan-24
463.435,12-Jan-24
467.005,15-Jan-24
466.277,16-Jan-24
462.508,17-Jan-24
462.048,18-Jan-24
466.615,19-Jan-24
461.405,23-Jan-24
467.227,24-Jan-24
467.226,25-Jan-24
474.083,29-Jan-24
472.766,30-Jan-24
475.663,31-Jan-24
476.492,01-Feb-24
479.229,02-Feb-24
480.681,05-Feb-24
482.802,06-Feb-24
483.447,07-Feb-24
483.821,08-Feb-24
480.407,09-Feb-24
471.713,12-Feb-24
475.065,13-Feb-24
480.203,14-Feb-24
483.947,15-Feb-24
485.074,16-Feb-24
485.008,19-Feb-24
485.488,20-Feb-24
481.616,21-Feb-24
484.758,22-Feb-24
484.773,23-Feb-24
484.875,26-Feb-24
484.403,27-Feb-24
480.186,28-Feb-24
481.392,29-Feb-24
486.462,01-Mar-24
488.551,04-Mar-24
489.537,05-Mar-24
488.799,06-Mar-24
489.434,07-Mar-24
487.357,11-Mar-24
484.636,12-Mar-24
474.192,13-Mar-24
478.838,14-Mar-24
476.044,15-Mar-24
475.562,18-Mar-24
472.024,19-Mar-24
472.183,20-Mar-24
477.671,21-Mar-24
479.525,22-Mar-24
480.774,26-Mar-24
481.455,27-Mar-24
484.081,28-Mar-24
484.131,31-Mar-24
487.999,01-Apr-24
489.216,02-Apr-24
491.233,03-Apr-24
491.544,04-Apr-24
492.247,05-Apr-24
493.283,08-Apr-24
492.351,09-Apr-24
494.914,10-Apr-24
492.171,12-Apr-24
488.712,15-Apr-24
489.257,16-Apr-24
487.678,18-Apr-24
488.369,19-Apr-24
491.224,22-Apr-24
492.284,23-Apr-24
494.113,24-Apr-24
498.365,25-Apr-24
497.578,26-Apr-24
500.729,29-Apr-24
502.145,30-Apr-24
504.817,02-May-24
504.797,03-May-24
500.036,06-May-24
496.345,07-May-24
499.637,08-May-24
493.329,09-May-24
495.18,10-May-24
495.303,13-May-24
498.772,14-May-24
501.161,15-May-24
504.437,16-May-24
507.329,17-May-24
511.27,21-May-24
512.351,22-May-24
515.618,23-May-24
517.447,24-May-24
517.465,27-May-24
515.425,28-May-24
514.675,29-May-24
512.491,30-May-24
514.692,31-May-24
529.403,03-Jun-24
497.066,04-Jun-24
503.286,05-Jun-24
510.285,06-Jun-24
515.762,07-Jun-24
517.035,10-Jun-24
517.961,11-Jun-24
520.1,12-Jun-24
522.369,13-Jun-24
524.651,14-Jun-24
526.77,18-Jun-24
524.452,19-Jun-24
524.795,20-Jun-24
524.244,21-Jun-24
525.17,24-Jun-24
527.08,25-Jun-24
528.743,26-Jun-24
529.503,27-Jun-24
530.001,28-Jun-24
531.748,01-Jul-24
531.409,02-Jul-24
534.765,03-Jul-24
536.397,04-Jul-24
538.299,05-Jul-24
538.987,08-Jul-24
540.3,09-Jul-24
539.126,10-Jul-24
540.924,11-Jul-24
540.909,12-Jul-24
542.785,15-Jul-24
543.429,16-Jul-24
542.609,18-Jul-24
538.18,19-Jul-24
540.173,22-Jul-24
538.387,23-Jul-24
540.059,24-Jul-24
540.253,25-Jul-24
