NAV,Date
24.7526,13-Jul-22
24.7604,14-Jul-22
24.7626,15-Jul-22
24.7703,18-Jul-22
24.7463,19-Jul-22
24.7527,20-Jul-22
24.7486,21-Jul-22
24.7603,22-Jul-22
24.7783,25-Jul-22
24.775,26-Jul-22
24.7793,27-Jul-22
24.7976,28-Jul-22
24.8026,29-Jul-22
24.8182,01-Aug-22
24.8339,02-Aug-22
24.8316,03-Aug-22
24.8325,04-Aug-22
24.8083,05-Aug-22
24.8223,08-Aug-22
24.8503,10-Aug-22
24.8676,11-Aug-22
24.8835,12-Aug-22
24.937,17-Aug-22
24.9337,18-Aug-22
24.9334,19-Aug-22
24.9648,22-Aug-22
24.9663,23-Aug-22
24.9819,24-Aug-22
24.9858,25-Aug-22
25.0022,26-Aug-22
25.0295,29-Aug-22
25.0366,30-Aug-22
25.0534,01-Sep-22
25.0586,02-Sep-22
25.073,05-Sep-22
25.0931,06-Sep-22
25.1045,07-Sep-22
25.1148,08-Sep-22
25.1199,09-Sep-22
25.1306,12-Sep-22
25.1446,13-Sep-22
25.1386,14-Sep-22
25.139,15-Sep-22
25.1306,16-Sep-22
25.1448,19-Sep-22
25.1408,20-Sep-22
25.1058,21-Sep-22
25.131,22-Sep-22
25.1136,23-Sep-22
25.112,26-Sep-22
25.1105,27-Sep-22
25.1215,28-Sep-22
25.1383,29-Sep-22
25.1797,30-Sep-22
25.1823,03-Oct-22
25.1993,04-Oct-22
25.2001,06-Oct-22
25.1951,07-Oct-22
25.1957,10-Oct-22
25.1838,11-Oct-22
25.1958,12-Oct-22
25.1979,13-Oct-22
25.1925,14-Oct-22
25.2238,17-Oct-22
25.2344,18-Oct-22
25.2372,19-Oct-22
25.233,20-Oct-22
25.2354,21-Oct-22
25.2748,25-Oct-22
25.2931,27-Oct-22
25.2927,28-Oct-22
25.3072,31-Oct-22
25.3097,01-Nov-22
25.3096,02-Nov-22
25.3066,03-Nov-22
25.3224,04-Nov-22
25.3352,07-Nov-22
25.3495,09-Nov-22
25.3621,10-Nov-22
25.3778,11-Nov-22
25.389,14-Nov-22
25.3915,15-Nov-22
25.3983,16-Nov-22
25.4161,17-Nov-22
25.4117,18-Nov-22
25.4209,21-Nov-22
25.4233,22-Nov-22
25.4242,23-Nov-22
25.4464,24-Nov-22
25.4359,25-Nov-22
25.4543,28-Nov-22
25.4601,29-Nov-22
25.4669,30-Nov-22
25.4756,01-Dec-22
25.478,02-Dec-22
25.4864,05-Dec-22
25.4867,06-Dec-22
25.484,07-Dec-22
25.4846,08-Dec-22
25.4887,09-Dec-22
25.5053,12-Dec-22
25.5128,13-Dec-22
25.5232,14-Dec-22
25.5226,15-Dec-22
25.5235,16-Dec-22
25.5382,19-Dec-22
25.5439,20-Dec-22
25.5451,21-Dec-22
25.5456,22-Dec-22
25.5493,23-Dec-22
25.5609,26-Dec-22
25.5633,27-Dec-22
25.5605,28-Dec-22
25.5683,29-Dec-22
25.5702,30-Dec-22
25.5853,02-Jan-23
25.5948,03-Jan-23
25.5996,04-Jan-23
25.6041,05-Jan-23
25.604,06-Jan-23
25.6243,09-Jan-23
25.6258,10-Jan-23
25.6265,11-Jan-23
25.6331,12-Jan-23
25.6417,13-Jan-23
25.6535,16-Jan-23
25.6574,17-Jan-23
25.6595,18-Jan-23
25.6665,19-Jan-23
25.6652,20-Jan-23
25.6734,23-Jan-23
25.6685,24-Jan-23
25.6733,25-Jan-23
25.6757,27-Jan-23
25.6769,30-Jan-23
25.6773,31-Jan-23
25.7104,01-Feb-23
25.7131,02-Feb-23
25.7179,03-Feb-23
25.7254,06-Feb-23
25.7347,07-Feb-23
25.736,08-Feb-23
25.7422,09-Feb-23
25.747,10-Feb-23
25.7626,13-Feb-23
25.7579,14-Feb-23
25.7658,15-Feb-23
25.7777,16-Feb-23
25.7824,17-Feb-23
25.8023,20-Feb-23
25.8067,21-Feb-23
25.8068,22-Feb-23
25.8093,23-Feb-23
25.8161,24-Feb-23
25.8185,27-Feb-23
25.8226,28-Feb-23
25.838,01-Mar-23
25.8446,02-Mar-23
25.8503,03-Mar-23
25.8637,06-Mar-23
25.8633,08-Mar-23
25.8694,09-Mar-23
25.8772,10-Mar-23
25.9013,13-Mar-23
25.9141,14-Mar-23
25.9192,15-Mar-23
25.9175,16-Mar-23
25.9184,17-Mar-23
25.9414,20-Mar-23
25.9426,21-Mar-23
25.9563,23-Mar-23
25.9508,24-Mar-23
25.9717,27-Mar-23
25.9746,28-Mar-23
25.9999,29-Mar-23
26.0278,31-Mar-23
26.0379,03-Apr-23
26.0612,05-Apr-23
26.1032,06-Apr-23
26.1173,10-Apr-23
26.1179,11-Apr-23
26.1276,12-Apr-23
26.1339,13-Apr-23
26.1455,17-Apr-23
26.1533,18-Apr-23
26.1624,19-Apr-23
26.174,20-Apr-23
